name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Behrouz Biryani,Yes,No,4.0 /5,221,+91 7700050050,Rajajinagar,Delivery,"Gulab Jamun, Vegetable Biryani, Paneer Biryani, Veg Starter, Subz Biryani, Buttermilk",Biryani,650,Delivery,Malleshwaram
Roy Hotel & Restaurant,Yes,No,4.0 /5,124,+91 9164148086,New BEL Road,Quick Bites,"Mishti Doi, Doi Katla, Mutton Kosha, Fish Curry, Aloo Posto, Gulab Jamun","Bengali, North Indian",300,Delivery,Malleshwaram
Hotel Elite,Yes,No,3.7 /5,62,"080 41507500
+91 9741078439",Yeshwantpur,Casual Dining,"Chicken Grill, Roti","North Indian, Chinese, South Indian, Juices",550,Delivery,Malleshwaram
Hotel Kadamba Veg,Yes,No,3.8 /5,328,080 41287528,Rajajinagar,Casual Dining,"Bisi Bele Bhaath, Sweet Pongal, Curd Rice, Masala Papad, Vada, Filter Coffee, Babycorn Manchurian","South Indian, North Indian, Chinese, Street Food, Juices",450,Delivery,Malleshwaram
Chili's American Grill & Bar,Yes,Yes,4.8 /5,6433,"+91 9500075479
+91 9535541956",Malleshwaram,"Casual Dining, Bar","Veg Platter, Burgers, Mushroom Soup, Cocktails, Nachos, Lemon Margarita, Chicken Fajita","American, Tex-Mex, Burger, BBQ, Mexican","1,400",Delivery,Malleshwaram
Krispy Kreme,Yes,No,4.1 /5,196,080 22682218,Malleshwaram,Dessert Parlor,"Donut, Cappuccino, Coffee, Custard, Hot Chocolate, Chocolate Dreamcake, Cookie Crunch","Desserts, Beverages",300,Delivery,Malleshwaram
Rishi's Paratha Plaza,Yes,No,3.9 /5,244,+91 9845740308,Sanjay Nagar,Quick Bites,"Dhokla, Tea, Lassi, Tiranga Paratha, Sandwich, Pizza Parantha, Rasgulla",North Indian,250,Delivery,Malleshwaram
Chichaba's Taj,Yes,No,4.1 /5,243,+91 9740122667,Basaveshwara Nagar,Casual Dining,"Biryani, Butter Chicken, Phirni, Paya Soup, Bheja Fry, Panneer Butter Masala, Butter Naan","Biryani, North Indian, Mughlai",600,Delivery,Malleshwaram
Nesara Mullti - Cuisine Family Dining & Garden...,Yes,No,2.7 /5,61,+91 9483501188,Malleshwaram,Casual Dining,Biryani,"North Indian, Chinese, South Indian, Beverages",800,Delivery,Malleshwaram
Eggstacy,Yes,No,4.0 /5,233,+91 9538457388,New BEL Road,Quick Bites,"Egg Manchurian, Paratha, Momos, Masala Chai, Raj Kachori, Rolls, Chaat","Fast Food, Continental, Chinese",500,Delivery,Malleshwaram
Nando's,Yes,No,4.1 /5,308,080 22682324,Malleshwaram,Casual Dining,"Burgers, Peri Peri Chips, Beer, Mocktails, Peri Peri Chicken, Potato Wedges, Butterfly Chicken","Portuguese, Wraps, Burger, Salad","1,200",Delivery,Malleshwaram
Punjab Grill,Yes,Yes,4.9 /5,1940,+91 8022682400,Malleshwaram,Casual Dining,"Chicken Malai Tikka, Jalebi Rabri, Paneer Tikka, Kulfi, Jumbo Prawns, Murgh Malai, Lunch Buffet","North Indian, Mughlai","2,000",Delivery,Malleshwaram
Stories,Yes,Yes,4.6 /5,2315,080 49652455,Rajajinagar,"Casual Dining, Bar","Virgin Mojito, Butter Chicken, Mocktails, Pizza, Nachos, Cocktails, Egg Chilli","Continental, North Indian, Chinese","1,100",Delivery,Malleshwaram
Hammered,Yes,Yes,4.4 /5,2881,080 49652705,New BEL Road,"Pub, Cafe","Mocktails, Cocktails, Pasta, Tacos, Beer, Pizza, Chicken Tikka Masala","North Indian, Continental, Cafe","1,200",Delivery,Malleshwaram
Bhavani Vada Pav,Yes,No,4.0 /5,106,+91 8867669269,Yeshwantpur,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Chaat, Misal Pav, Bread Pakora, Jumbo Vada Pavs",Fast Food,150,Delivery,Malleshwaram
Cafe Coffee Day,Yes,No,3.2 /5,58,+91 9071718671,New BEL Road,Cafe,"Brownie, Cappuccino, Burgers","Cafe, Fast Food",900,Delivery,Malleshwaram
Kaifu,Yes,No,4.2 /5,418,+91 9474415265,New BEL Road,Casual Dining,"Momos, Dumplings, Prawn, Chicken Soup, Dragon Rolls, Kung Pao Chicken, Manchow Soup","Chinese, Asian",700,Delivery,Malleshwaram
Hotel Halli Nenapu,Yes,No,3.4 /5,62,080 49653203,Malleshwaram,Food Court,"Donne Biryani, Raita",South Indian,500,Delivery,Malleshwaram
Bombay Vada Pav Corner,Yes,No,4.2 /5,84,+91 9019233530,Seshadripuram,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Samosa Pav",Street Food,150,Delivery,Malleshwaram
Drunken Monkey,Yes,No,4.1 /5,184,+91 8710888868,New BEL Road,"Beverage Shop, Quick Bites","Sandwiches, Chicken Grilled Sandwich, Thick Shakes, Fries","Beverages, Fast Food",500,Delivery,Malleshwaram
Antarastriya,Yes,No,3.9 /5,461,"+91 9480238038
+91 9113802408",Malleshwaram,Quick Bites,"Pasta, Momos, Noodles, Manchurian, Peri Peri Fries, Chinese Bhel, Tacos","Chinese, Fast Food, Momos",200,Delivery,Malleshwaram
Totaram's Paranthas,Yes,No,3.5 /5,140,080 48663088,New BEL Road,Quick Bites,"Cheese Paratha, Lassi, Pizza, Paneer Parantha",North Indian,300,Delivery,Malleshwaram
Chowmein,Yes,No,3.8 /5,284,"080 23386468
+91 9535229678",Basaveshwara Nagar,Casual Dining,"Noodles, Chilli Chicken, Biryani, American Chopsuey, Chinese Bhel, Chowmein, Prawn","Chinese, North Indian, Momos, Biryani",800,Delivery,Malleshwaram
Asha Sweets Centre,Yes,No,4.0 /5,73,080 42067320,Malleshwaram,Sweet Shop,Kaju Barfi,"Mithai, Street Food",250,Delivery,Malleshwaram
Ginger,Yes,No,3.6 /5,159,+91 8951230464,Sanjay Nagar,Quick Bites,"Butter Chicken, Tandoori Chicken, Rolls, Chicken Masala, Chicken Tikka, Roti","North Indian, Chinese",350,Delivery,Malleshwaram
Santo's,Yes,No,3.7 /5,69,"080 40939777
+91 9738777040",New BEL Road,Casual Dining,"Biryani, Gulab Jamun, Naan","North Indian, Fast Food",650,Delivery,Malleshwaram
The Asian Curry House,Yes,No,4.5 /5,785,+91 7618700671,Malleshwaram,Casual Dining,"Sushi, Noodles, Khao Suey, Momos, Vegetarian, Thukpa Soup, Thai Green Curry","Vietnamese, Thai, Burmese, Japanese","1,000",Delivery,Malleshwaram
Pasta Street,Yes,Yes,4.5 /5,1636,"080 40976578
080 40976910",Cunningham Road,Casual Dining,"Pasta, Pizza, Garlic Bread, Wine, Salad, Salads, Ravioli","Italian, Pizza, Salad","1,300",Delivery,Malleshwaram
Thanco's Natural Ice Cream,Yes,No,3.8 /5,67,"+91 7975201788
+91 8310113804",Yeshwantpur,Dessert Parlor,Belgian Dark Chocolate,"Ice Cream, Desserts",450,Delivery,Malleshwaram
Burp,Yes,Yes,4.0 /5,605,080 49653219,New BEL Road,Cafe,"Burgers, Chicken Soup, Minestrone Soup, Pasta, Au Gratin, Veggie Pizza, Chicken Burger","Cafe, Mexican, Italian, Pizza",800,Delivery,Malleshwaram
Alampur Bar And Restaurant,Yes,No,3.7 /5,43,080 22256578,Race Course Road,Casual Dining,"Thali, Chicken Biryani","Chinese, South Indian, North Indian",900,Delivery,Malleshwaram
Chetty's Coffee,Yes,No,4.0 /5,266,+91 7022282228,New BEL Road,Quick Bites,"Filter Coffee, Vada, Chai, Caramel Coffee, Masala Dosa, Kesari Bath, Veg Dosa",South Indian,200,Delivery,Malleshwaram
Karavali Lunch Home,Yes,No,4.0 /5,172,+91 9900561139,Malleshwaram,Quick Bites,"Neer Dosa, Fish Curry, Chicken Sukha, Rawas Fry, Thali, Fish Rava Fry","South Indian, Seafood",300,Delivery,Malleshwaram
Freskka,Yes,No,4.0 /5,702,080 41145508,New BEL Road,Casual Dining,"Momos, Salads, Lasagne, Risotto, Pesto Pasta, Pizza, Filter Coffee","Italian, American, Asian, Continental, Mexican, Momos",700,Delivery,Malleshwaram
Break Hour,Yes,No,4.0 /5,96,080 23405000,Rajajinagar,Quick Bites,"Burgers, Nachos, Mocktails, Schezwan Momos, Paneer Manchurian, Paneer Noodles, Patiala Paneer","Chinese, Beverages",150,Delivery,Malleshwaram
Patiala Lassi,Yes,No,4.1 /5,135,+91 8951780010,Sanjay Nagar,Beverage Shop,"Punjabi Lassi, Patiyala Lassi, Sweet Lassi, Mango Lassi, Sandwich",Beverages,150,Delivery,Malleshwaram
Fresh Veg,Yes,No,2.7 /5,93,+91 9980733433,New BEL Road,Quick Bites,"Chaat, Lassi, Tawa Pulav, Potato Twister, Dal Makhani, Chole Bhature, Rajma","Street Food, North Indian",300,Delivery,Malleshwaram
Subway,Yes,No,2.4 /5,71,080 68888555,Malleshwaram,"Quick Bites, Food Court","Salad, Sandwich","Healthy Food, Salad, Fast Food",500,Delivery,Malleshwaram
Smoke - The Sizzler House,Yes,Yes,4.2 /5,674,"080 23417873
+91 9972936494",New BEL Road,Casual Dining,"Steak, Pizza, Burgers, Pasta, Fish, Mocktails, Onion Rings","Continental, Italian",800,Delivery,Malleshwaram
Waffle Stories,Yes,No,3.9 /5,359,"+91 9916992866
+91 9008175321",Malleshwaram,Food Court,"Brownie Sundae, Nutella Waffle, Brownie Waffle, Choco Blast Waffles, Eggless Waffle, Chocolate Waffles, Crunchy Waffles",Desserts,300,Delivery,Malleshwaram
Belgian Waffle Factory,Yes,No,4.8 /5,391,+91 9481511911,Vasanth Nagar,Dessert Parlor,"Chocolate Waffles, Nutella Waffle, Nachos, French Fries, Blueberry Waffles, Berryblast, Belgian Waffles",Desserts,400,Delivery,Malleshwaram
By 2 Coffee,Yes,No,4.1 /5,219,+91 9632203201,Malleshwaram,Quick Bites,"Filter Coffee, Kharabath, Masala Dosa, Tea, Idli Vada, Kesari Bath",South Indian,100,Delivery,Malleshwaram
The Higher Taste Stores,Yes,No,3.8 /5,120,"080 42068110
+91 9343157949",Malleshwaram,"Quick Bites, Bakery","Paratha, Sandwiches, Sweet Lassi, Sandwich, Eggless Cake, Gulab Jamun, Bread Pakora","Fast Food, Bakery",300,Delivery,Malleshwaram
Biriyani Paradise,Yes,No,3.3 /5,210,080 23606889,Yeshwantpur,Quick Bites,"Beef Biryani, Paratha, Fish Curry, Chicken Biryani, Fish Fry","Kerala, Biryani, North Indian, Chettinad",450,Delivery,Malleshwaram
Stoned Monkey,Yes,No,4.0 /5,255,+91 9972710694,New BEL Road,Dessert Parlor,"Nachos, Chocolava, Sandwiches, Waffles, Brownie Shake, Garlic Bread, Chocolate Milkshake","Desserts, Ice Cream",500,Delivery,Malleshwaram
Salaam Sigri Rolls & Kebabs,Yes,No,3.8 /5,162,"+91 7899727203
+91 7899727204",New BEL Road,Quick Bites,"Rolls, Chicken Tikka, Chicken Seekh Roll, Seekh Kebab, Aloo Tikka Roll, Murgh Malai Kebab, Beda Roti","Rolls, Mughlai",300,Delivery,Malleshwaram
Mad Over Donuts,Yes,No,3.9 /5,130,+91 8022682133,Malleshwaram,Food Court,"Donut, Coffee, Choco Bomb, Cup Cake","Bakery, Desserts, Beverages",450,Delivery,Malleshwaram
Roll Over,Yes,No,3.9 /5,89,+91 9742241641,Malleshwaram,Dessert Parlor,"Fries, Ice Cream Roll, Rolls","Ice Cream, Beverages, Fast Food",500,Delivery,Malleshwaram
Mama Mia!,Yes,No,3.9 /5,111,+91 9845017717,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,Delivery,Malleshwaram
Mumbai Bistro,Yes,No,4.2 /5,504,"+91 9945040585
+91 9611548719",Malleshwaram,Cafe,"Pav Bhaji, Tawa Pulav, Vada Pav, Chaat, Rolls, Dabeli, Sandwiches","Cafe, North Indian, Street Food",500,Delivery,Malleshwaram
McDonald's,Yes,No,3.9 /5,281,+91 8928304085,New BEL Road,Quick Bites,"Burgers, Coke Float, French Fries","Fast Food, Burger",500,Delivery,Malleshwaram
Cafe Centralis,Yes,No,2.8 /5,114,080 41209266,New BEL Road,Cafe,"Pasta, Coffee, Pizza, Burgers, Momos, Latte, Americano",Cafe,600,Delivery,Malleshwaram
3G's - Gulp & Groove,Yes,Yes,4.1 /5,662,"+91 8073464389
+91 9513120033",Malleshwaram,"Bar, Casual Dining","Peri Peri Chicken, Beer, Pasta, Nachos, Cocktails, Pizza, Dragon Prawn","Finger Food, Continental, Chinese","1,100",Delivery,Malleshwaram
Peppermill Bistro,Yes,Yes,4.0 /5,868,"080 41523055
+91 9740955168",New BEL Road,"Casual Dining, Cafe","Pasta, Pizza, Mojito, Nachos, Lamb, Fries, Orange Juice","Continental, European, Mediterranean, Cafe, Steak","1,000",Delivery,Malleshwaram
Dhadoom,Yes,No,4.0 /5,58,+91 6362158854,Malleshwaram,Food Court,"Fries, Sandwich, Paan Shake, Pasta, Sandwiches, Noodles, Pizza","North Indian, Street Food, Pizza, Burger, Sandwich",300,Delivery,Malleshwaram
Aubree,Yes,No,4.3 /5,722,"+91 9611117777
080 40981077",Sadashiv Nagar,"Cafe, Bakery","Cup Cake, Peri Peri Paneer Pizza, Coffee, Waffles, Hot Chocolate, Chocolate Hazelnut, Rainbow Cake","Cafe, Bakery",400,Delivery,Malleshwaram
Toscano,Yes,Yes,4.3 /5,1099,"080 22682055
+91 7619320073",Malleshwaram,Casual Dining,"Pizza, Pasta, Wine, Cocktails, Mocktails, Mojito, Tiramisu","Italian, Salad, Mediterranean","1,500",Delivery,Malleshwaram
Bangalore Masala House,Yes,No,4.1 /5,257,"+91 9880118608
080 48666224",Vasanth Nagar,Cafe,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta","Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",500,Delivery,Malleshwaram
Clean Slate Cafe,Yes,No,4.1 /5,272,+91 6361353220,Malleshwaram,Cafe,"Fries, Burgers, Peri Peri Potato Wedge, Pasta Arrabiata, Cappuccino, Nachos, Pesto Pasta","Cafe, Continental, Italian",600,Delivery,Malleshwaram
Domino's Pizza,Yes,No,4.0 /5,377,"080 23343330
18602100000",Malleshwaram,Quick Bites,"Pizza, Garlic Bread, Chocolava Cake","Pizza, Fast Food",400,Delivery,Malleshwaram
Dolci Desserts,Yes,No,4.3 /5,657,080 40977132,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Delivery,Malleshwaram
Fish Corner,Yes,No,3.7 /5,118,+91 9845596171,Yeshwantpur,Quick Bites,"Chicken Sukha, Neer Dosa","North Indian, Chinese, Seafood",400,Delivery,Malleshwaram
Plated,Yes,Yes,4.1 /5,552,"+91 7353968240
+91 9513803926",New BEL Road,Cafe,"Pasta, Waffles, Pancakes, Salsa, Nachos, Creme Brulee, Chips","Cafe, Continental",800,Delivery,Malleshwaram
Khan Saheb Grills and Rolls,Yes,No,3.7 /5,114,"+91 9148111114
+91 9148111113",New BEL Road,Quick Bites,"Rolls, Paneer Tikka Roll, Chicken Reshmi Tikka Roll, Beda Roti",Fast Food,400,Delivery,Malleshwaram
7 Plates,Yes,No,3.9 /5,210,"+91 7829772227
+91 7829773337",RT Nagar,Quick Bites,"Rolls, Biryani, Chicken Tikka Roll, Chicken Manchurian","North Indian, Mughlai, Rolls, Fast Food",600,Delivery,Malleshwaram
Aramane Restaurant,Yes,No,3.0 /5,75,"+91 9986626663
+91 9535351667",Rajajinagar,Quick Bites,"Vada, Sweet Corn Soup","South Indian, Chinese, Fast Food",300,Delivery,Malleshwaram
The Big Bellyz,Yes,No,3.9 /5,105,+91 9538593204,Malleshwaram,Quick Bites,"Momos, Pizza, Nachos, Burgers, Pasta","Fast Food, Beverages, Momos",300,Delivery,Malleshwaram
Ootada Mane,Yes,No,2.9 /5,67,"+91 7259668692
+91 9164767436",Yeshwantpur,Casual Dining,"Jeera Rice, Idli Vada","South Indian, North Indian, Chinese",600,Delivery,Malleshwaram
Upsouth,Yes,No,4.1 /5,489,+91 8022682268,Malleshwaram,Quick Bites,"Filter Coffee, Crispy Dosa, Vada, Burgers, Mini Idlis, Ghee Roast Masala Dosa, Paratha",South Indian,300,Delivery,Malleshwaram
Infinitea Tea Room & Tea Store,Yes,Yes,4.3 /5,863,"080 41148428
080 41148810",Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos","1,000",Delivery,Malleshwaram
Ragoo's Kitchen,Yes,No,3.1 /5,94,"+91 9739334449
+91 9739334448",Rajajinagar,Quick Bites,Mutton Biryani,"Mangalorean, Chinese, North Indian, Biryani",350,Delivery,Malleshwaram
Cafe Rossini,Yes,No,3.9 /5,431,"080 65757474
+91 9880498424",New BEL Road,Casual Dining,"Pasta, Sandwiches, Chilli Paneer, Chicken Parmigiana, Mocktails, Lamb, Minestrone Soup","Continental, Italian, Chinese",700,Delivery,Malleshwaram
Maiyas,Yes,No,3.9 /5,291,080 40907332,Malleshwaram,"Quick Bites, Bakery","Masala Dosa, Akki Rottis, Filter Coffee, Tea, Bonda Soup, Puri Saagu, Vada","South Indian, North Indian, Chinese, Bakery, Desserts",300,Delivery,Malleshwaram
Ujwal Bar & Restaurant,Yes,No,3.8 /5,111,"080 23530801
080 23545408",RT Nagar,Casual Dining,"Sea Food, Tender Coconut Chicken, Pot Biryani, Prawn Ghee Roast, Fish Masala Fry, Neer Dosa","Seafood, North Indian, Chinese",750,Delivery,Malleshwaram
Cafe Poetry,Yes,No,3.7 /5,55,+91 8867762452,New BEL Road,Cafe,"Pasta, Maggi, Ice-cream Shake, Burgers","Cafe, Beverages, Healthy Food",400,Delivery,Malleshwaram
Ember The Calabash,Yes,No,4.1 /5,669,+91 8105930009,New BEL Road,Cafe,"Spicy Crispy Corn, Mocktails, Chicken Wings, Pasta, Virgin Mojito, Pizza, Blueberry Mojito","Cafe, Italian, Continental, Beverages",800,Delivery,Malleshwaram
Surya Refreshments,Yes,No,3.9 /5,40,080 23441919,Malleshwaram,Quick Bites,"Vada, Idli, Coffee, Kesari Bath",South Indian,150,Delivery,Malleshwaram
Mudpipe Cafe,Yes,No,4.2 /5,744,+91 9886140111,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750,Delivery,Malleshwaram
La Heaven,Yes,No,3.8 /5,87,+91 7019130644,Malleshwaram,"Bakery, Dessert Parlor","Cup Cake, Waffles","Bakery, Desserts",400,Delivery,Malleshwaram
Cafe Mandala,Yes,No,3.9 /5,48,+91 9900093431,New BEL Road,Cafe,Decor,Cafe,600,Delivery,Malleshwaram
A2B - Adyar Ananda Bhavan,Yes,No,3.5 /5,78,080 41515454,RT Nagar,Casual Dining,"Badam Milk, Masala Dosa, Filter Coffee, Pav Bhaji, Sweet Pongal, Vada","South Indian, North Indian, Chinese, Street Food, Fast Food",400,Delivery,Malleshwaram
Stevie's,Yes,No,4.0 /5,69,+91 6364697638,Malleshwaram,Cafe,"Pasta, Chicken Steak, Pizza, Pink Lemonade, Nachos, Burgers, Wings",Cafe,500,Delivery,Malleshwaram
Mumbai Spice,Yes,No,3.7 /5,100,+91 9880055571,Malleshwaram,Quick Bites,"Paratha, Vada Pav, Thali, Lassi, Manchurian","North Indian, Chinese",400,Delivery,Malleshwaram
Pai Vihar,Yes,No,2.8 /5,55,+91 8041235143,Vasanth Nagar,Quick Bites,"Masala Dosa, Coffee","South Indian, Street Food, Chinese, Fast Food",400,Delivery,Malleshwaram
TLP Cafe,Yes,No,3.9 /5,250,"+91 9945146111
+91 9886751040",Malleshwaram,Cafe,"Coffee, Sandwich, Mudpie, Sandwiches, Rainbow Cake, White Sauce Pasta, Rainbow Pastry","Cafe, Italian",400,Delivery,Malleshwaram
Puff Cafe,Yes,No,3.7 /5,126,"+91 7044334752
+91 8073946459",New BEL Road,Cafe,Pasta,"Cafe, Italian, American",700,Delivery,Malleshwaram
Kargeens,Yes,No,3.9 /5,363,080 41523055,New BEL Road,Cafe,"Chocolate Milkshake, Mocktails, Burgers, Nachos, Virgin Mojito, Fries, Pizza","Cafe, Italian, Pizza, Continental",900,Delivery,Malleshwaram
Step Right Up,Yes,No,4.1 /5,159,+91 9513173681,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300,Delivery,Malleshwaram
AQNI,Yes,No,3.6 /5,89,+91 8884447577,New BEL Road,Casual Dining,"Mutton Biryani, Shawarma, Roti","North Indian, Mughlai, Biryani, Rolls",650,Delivery,Malleshwaram
Bademiyan Kebabs,Yes,No,3.8 /5,86,"+91 7799035858
+91 8022682317",Malleshwaram,Casual Dining,"Chicken Biryani, Roti","Kebab, Hyderabadi, Biryani, Charcoal Chicken",600,Delivery,Malleshwaram
Absolute Waffles,Yes,No,3.9 /5,49,+91 9243494002,New BEL Road,Dessert Parlor,Waffles,"Desserts, Fast Food",200,Delivery,Malleshwaram
Retreat Restaurant,Yes,No,3.7 /5,88,"080 23544669
080 23339569",RT Nagar,Casual Dining,"Tandoori Chicken, Ghee Rice, Dal Fry","Chinese, North Indian",500,Delivery,Malleshwaram
Red Lantern,Yes,No,3.7 /5,160,+91 8022202020,Cunningham Road,Casual Dining,"Noodles, Phad Thai, Sweet Corn Soup, Chop Suey","Chinese, Thai",700,Delivery,Malleshwaram
Hotel Chandrika,Yes,No,3.8 /5,208,"080 41213522
+91 8197836053",Cunningham Road,Casual Dining,"Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan","South Indian, North Indian, Chinese, Street Food",400,Delivery,Malleshwaram
Veena Stores,Yes,No,4.5 /5,2407,080 23344838,Malleshwaram,Quick Bites,"Kesari Bath, Idli Vada, Sweet Pongal, Filter Coffee, Idli Chatni, Idli Chutney, Upma",South Indian,150,Delivery,Malleshwaram
Pot Biryani,Yes,No,3.8 /5,154,"+91 7406745444
+91 7406746444",New BEL Road,Quick Bites,Biryani,"North Indian, Chinese, Biryani",450,Delivery,Malleshwaram
Mother's Kitchen,Yes,No,3.7 /5,158,"+91 9379286808
+91 9742496312",RT Nagar,Casual Dining,Roti,North Indian,600,Delivery,Malleshwaram
Imperial Restaurant,Yes,No,3.8 /5,253,"080 22371211
080 22371244",Vasanth Nagar,Casual Dining,"Ghee Rice, Biryani, Chicken Grill, Shawarma, Chicken Kebab, Tandoori Chicken, Butter Chicken","North Indian, Chinese, Biryani",800,Delivery,Malleshwaram
California Burrito,No,No,4.2 /5,124,"+91 8039515101
080 65000923",Malleshwaram,Food Court,"Nachos, Burrito Bowl, Rice Bowl, California Burrito, Tacos, Peri Peri Chicken","Mexican, Fast Food",400,Delivery,Malleshwaram
Rajdhani Thali Restaurant,Yes,Yes,4.0 /5,610,+91 9886339234,Malleshwaram,Casual Dining,"Thali, Churma, Khichda, Dhokla, Aamras, Malpua, Buttermilk",North Indian,"1,000",Delivery,Malleshwaram
Sindh Kitchen,Yes,Yes,4.2 /5,166,"+91 9650616707
+91 9845725000",Malleshwaram,Casual Dining,"Dal Pakwan, Rabri, Aloo Tuk, Dal Makhani, Paneer Tikka, Khamiri Roti, Gulab Jamun","North Indian, Sindhi, Seafood","1,100",Delivery,Malleshwaram
Hatch,Yes,Yes,4.1 /5,469,"+91 8762203148
+91 8197040016",Malleshwaram,"Casual Dining, Bar","Cocktails, Appam, Beer, Murgh Ghee Roast, Mocktails, Pizza, Cheese Balls","North Indian, Mangalorean, Seafood","1,200",Delivery,Malleshwaram
Natural Ice Cream,No,No,4.3 /5,188,080 23348000,Malleshwaram,Dessert Parlor,"Coconut Ice Cream, Custard Apple, Choco Almond","Ice Cream, Beverages",200,Delivery,Malleshwaram
Dil Se Punjabi,Yes,No,3.0 /5,106,080 43026303,RT Nagar,Casual Dining,"Butter Chicken, Dal Makhani, Biryani","North Indian, Mughlai, Chinese",550,Delivery,Malleshwaram
Momo Shop,Yes,No,4.0 /5,124,+91 9845141954,RT Nagar,Quick Bites,"Chaap, Egg Noodles, Chicken Momo, Veg Momos, Wheat Momo, Thukpa","Momos, Street Food, Rolls",200,Delivery,Malleshwaram
Coastal Biryani Paradise,Yes,No,3.9 /5,140,"080 41466655
+91 9739267438",RT Nagar,Casual Dining,"Chicken Biryani, Tandoori Chicken, Sea Food, Neer Dosa, Fish, Chicken Curry, Arabian Grape Juice","North Indian, Chinese, Biryani",500,Delivery,Malleshwaram
Biriyani Nights,Yes,No,3.2 /5,711,"+91 9742500100
+91 9742400600",New BEL Road,"Takeaway, Delivery","Chicken Kebab, Gulab Jamun, Chicken Biryani Combo","Biryani, Kebab, Continental",500,Delivery,Malleshwaram
Prana,Yes,No,4.0 /5,238,+91 7022776607,New BEL Road,Cafe,"Coffee, Appam, Kadala Curry, Onion Pakoda, Paneer Roll, Sweet Pongal, Kokum Juice","Cafe, Healthy Food, South Indian",500,Delivery,Malleshwaram
Kabab Palace,Yes,No,3.8 /5,72,"+91 9845465430
+91 9741964525",Rajajinagar,Quick Bites,"French Chicken, Roti, Biryani","North Indian, Chinese, Kebab",350,Delivery,Malleshwaram
